Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1,3380.2415270647616,1200.5896439449098,4.019636154174805,3.5674893856048584,180.09091619073752,6327.303990433548,8084.4628331438425,928
2,3389.104056805809,1140.5607090086014,4.019959926605225,3.60601806640625,150.07578954971905,6115.958676298842,7804.181130547897,927
3,3398.1217088293124,1110.5636482583504,4.026111602783203,3.5742886066436768,120.06070770034421,6190.720152835307,7762.978051926504,926
4,3400.450628749357,1110.5621507009782,4.027406692504883,3.5590713024139404,150.0759341250523,6210.87645574403,7824.665410850612,925
5,3400.732673311184,1080.5471691816565,4.027892589569092,3.548872470855713,120.06075254210009,6215.7743021641145,7741.471259797749,924
6,3399.545496140374,1080.5317564333527,4.028540134429932,3.5422351360321045,150.07611163245747,6220.035021562595,7765.15350064855,923
7,3399.2335775983956,1080.5450265114632,4.0291876792907715,3.536892890930176,150.076003267357,6225.658033367887,7822.541919871976,922
8,3399.7054048370483,1050.534747727812,4.029996871948242,3.531388759613037,150.0763243376132,6226.730743936525,7783.021747631501,921
9,3398.40652983592,1050.5323591146298,4.030320644378662,3.5253989696502686,150.07606080075493,6233.086653797829,7807.9715475881385,920
10,3396.2038705061277,1050.5326601048,4.030482769012451,3.5221612453460693,150.07600491147605,6231.838025148187,7811.488378119044,919
11,3393.8761815590406,1050.5327218687162,4.030806541442871,3.5210280418395996,150.07624350112746,6227.281579016693,7720.323968689423,918
12,3389.7354257464467,1080.5480776608456,4.030482769012451,3.5207042694091797,150.07611610359163,6222.1362545720185,7754.412523097795,917
13,3388.5453000270063,1050.5329935007321,4.030482769012451,3.522808790206909,120.06103510633693,6213.553309962677,7747.675089018565,916
14,3386.7519265735464,1050.517359626334,4.031130313873291,3.51908540725708,150.07612791305291,6222.7825137334585,7729.276418996917,915
15,3384.799283135275,1050.533119655127,4.031130313873291,3.51957106590271,120.06089404979139,6211.097271933075,7692.376936575747,914
16,3384.1908555866103,1050.533428354509,4.031777858734131,3.5181140899658203,120.06285263618338,6212.193223534705,7663.658702823857,913
17,3011.5397937136004,1050.5333761644433,3.944683074951172,3.5164952278137207,120.06084434088552,6027.891628017911,6027.891628017911,912
18,3380.441721195122,1050.533703219553,4.032587051391602,3.5058109760284424,150.0607085181109,6232.102587457921,7756.942750946939,911
19,3351.730813288479,1140.5763629681023,4.027568817138672,3.5173046588897705,150.07421814327245,6204.701659689541,7637.652035719395,910
20,3322.510144200176,1200.6061943937675,4.0163984298706055,3.5595569610595703,150.0757983767253,6047.239679867431,7655.73193060694,909
21,3326.839194836328,1170.5893367735844,4.018341064453125,3.5886964797973633,120.04497129036463,6006.506930038653,7554.433728054457,908
22,3319.8073616493784,1230.621462587529,4.016722202301025,3.578011989593506,150.07652175964904,6020.437339095457,7552.819646838645,907
23,3309.1039222450927,1230.6212800274952,4.015427112579346,3.581249713897705,150.07566416228656,5993.712970640714,7554.235284888506,906
24,3334.6234222361236,1110.5641322847223,4.021578788757324,3.593876600265503,150.07588564924663,5979.96476292389,7543.300743594184,905
25,3342.890911693801,1080.5455156455864,4.025787830352783,3.552110195159912,150.0741624745424,6085.4276966636535,7549.1103210976,904
26,3331.3908056358923,1050.5317623222363,4.026759147644043,3.5414257049560547,150.07609445462003,6105.306176690268,7591.926386219042,903
27,3294.5729969782406,1200.6059785607504,4.014132022857666,3.564089775085449,150.07581472746097,6002.5310573581955,7548.55372038373,902
28,2873.8920047202846,1170.5908076594933,3.9178099632263184,3.601970911026001,150.07575039216317,5744.252635369659,5744.252635369659,901
29,3290.6358704776503,1170.5908149877214,4.014779567718506,3.592743396759033,150.0759382051765,5960.114674029406,7557.011538007297,900
30,3286.1672748522833,1200.6059217542643,4.014455795288086,3.5987331867218018,150.07575069292216,5959.984857210598,8227.699649381044,899
31,3276.604047908273,1230.6210875127,4.010894298553467,3.601323366165161,150.0761717071873,5902.511328936089,7497.470361907966,898
32,3308.4834004638833,1110.5620738494908,4.020931243896484,3.6052086353302,150.07593652099604,5952.535951058613,7495.607237169694,897
33,3312.2498358797166,1110.5624971143552,4.022873878479004,3.565222978591919,150.07600456057116,6018.960247261799,7513.282647424494,896
34,3281.0107811433845,1170.5905516815255,4.014941692352295,3.56069016456604,120.06071609124774,5997.671430390677,7535.600636857154,895
35,3264.494441838877,1200.605596974783,4.010085105895996,3.597923755645752,150.0758871830767,5904.532084695937,8169.026797427679,894
36,3259.1355445279623,1230.6208929377608,4.011541843414307,3.6123316287994385,150.07572981581325,5867.302270260174,7462.823652880208,893
37,3255.6669135672273,1200.6060214326135,4.010246753692627,3.6170263290405273,150.07553331111558,5843.426864566747,7458.166862564802,892
38,3247.525848889083,1260.636137347261,4.007656574249268,3.6171882152557373,150.07573185604997,5828.863583808241,7499.102543214802,891
39,3279.7011325260974,1140.5768155410187,4.0163984298706055,3.6204259395599365,150.0758231485961,5882.005638399918,7971.146196137299,890
40,3286.936742427293,1110.5620728118229,4.019959926605225,3.581411600112915,150.0755946188001,5952.549712489883,7482.121145768906,889
41,3269.2947629461414,1170.5912133204401,4.021093368530273,3.573317289352417,150.0760924696806,5995.670149851649,8037.047284226632,888
42,3234.9326762230485,1230.6206999818678,4.0084662437438965,3.5998663902282715,150.07571064808872,5873.442403369758,8117.000408659398,887
43,3237.4173400247237,1200.590388856479,4.009437561035156,3.6293296813964844,150.0760409263312,5793.208082298923,7435.2284399723285,886
44,3234.714232584345,1200.605945262767,4.008790016174316,3.6241493225097656,150.07574566541007,5818.03335330839,7915.593618602608,885
45,3231.151442399947,1230.621085247025,4.008790016174316,3.623501777648926,150.07586377463304,5820.530192623963,8149.071190850693,884
46,3251.293925059261,1170.5919569488615,4.008951663970947,3.6251206398010254,120.06047376734205,5772.0447788252495,7407.612342580687,883
47,3263.623822076479,1110.5620311530074,4.017693519592285,3.593552827835083,120.06115939095616,5888.00620512187,7406.249393549166,882
48,3265.640036357916,1110.5618008993333,4.018988609313965,3.5843255519866943,150.07604489615187,5914.086087796604,7451.4386931005865,881
49,3218.1043693894753,1200.6055861477507,4.009275436401367,3.582059144973755,150.07570531475358,5851.460542634712,7485.278118381626,880
50,3213.104716666625,1230.62076005165,4.006361484527588,3.635643243789673,150.07579443685245,5735.705559166265,7392.975579481106,879
51,3250.839038507127,1230.6211057231085,4.006847381591797,3.770170211791992,150.0757142169714,5741.499949572246,8197.507474188213,878
52,3271.451031054705,1140.5766954617648,4.016236782073975,3.610874652862549,150.07297534586542,5876.598616218753,7436.481312491769,877
53,3273.5794759141936,1140.5799360432939,4.018017292022705,3.5880489349365234,120.06051853388271,5919.3829730106445,7470.281762072613,876
54,3273.123889342285,1140.5617503489484,4.018826961517334,3.582382917404175,150.07589551883575,5956.8028887333785,8109.208817130697,875
55,3272.7180881257736,1140.577251216877,4.019636154174805,3.580764055252075,150.0759555634868,5931.943909239002,7439.296991180148,874
56,3273.1405679204327,1110.5466161090008,4.020445823669434,3.5786595344543457,150.07609153736848,5935.463830268607,7396.802126395116,873
57,3272.937882611266,1110.5623275968537,4.021255016326904,3.5760693550109863,120.06370269479521,5946.386376686583,7502.676827137708,872
58,3272.6570120203396,1110.5625041669118,4.021902561187744,3.5750980377197266,120.06081559426093,5947.24336951226,7439.39419896758,871
59,3271.266559835669,1110.5625512041588,4.021902561187744,3.573641061782837,150.0760479286837,5948.2290639089915,7447.192404112269,870
60,3269.9699729221174,1110.562664185738,4.022388458251953,3.573641061782837,150.07586323336,5974.525002418799,7378.224289985868,869
61,3268.860849775985,1110.563021235619,4.022550106048584,3.573641061782837,120.06079347913328,5947.194566063088,7445.548712207325,868
62,3267.6734397949476,1110.5627601098095,4.022550106048584,3.573641061782837,120.06082085735397,5970.971742842827,8050.083793379556,867
63,3266.939116199588,1110.5626352035033,4.022712230682373,3.573641061782837,120.06102225932409,5943.90488219494,7439.165640955995,866
64,3266.564503544563,1110.5626057501067,4.023036003112793,3.573479175567627,120.06085932825226,5945.601520084252,7463.190053259255,865
65,3266.5337797313987,1080.5477043855353,4.023521423339844,3.5721840858459473,120.06085546861868,5946.73107781724,7431.3671221408,864
66,3265.7370031490573,1080.5479649900517,4.023845195770264,3.5712127685546875,150.07617362195742,5946.613092578831,7394.046497723524,863
67,3265.299864043831,1080.5323608046456,4.024007320404053,3.5708889961242676,150.07628030781052,5949.31832815602,7425.3296536615235,862
68,3264.221815520199,1080.5478624344687,4.024007320404053,3.5705652236938477,150.0762388194271,5946.584380713903,7377.846410741011,861
69,3215.324218412803,1170.6064440902555,4.0126752853393555,3.5705652236938477,150.0758806768572,5865.71547165417,7408.175818566873,860
70,3206.589500844013,1200.6058631481428,4.008951663970947,3.623501777648926,150.07566369103733,5774.966322766297,7963.728378283908,859
71,3204.605142357119,1200.6057906173519,4.0084662437438965,3.626577615737915,150.0757605675317,5763.774426152231,7970.5678005596565,858
72,3197.23000577747,1230.6208835944417,4.007332801818848,3.625930070877075,150.07558415277163,5753.1112395874225,7973.028888470057,857
73,3192.855022758653,1200.6058881204226,4.004742622375488,3.6319198608398438,150.07558103004703,5725.263462069095,8104.725373870402,856
74,3234.0772586743115,1110.5619002517196,4.015750885009766,3.631272315979004,150.0758570128819,5760.806378411828,7292.877154908201,855
75,3239.312493480218,1110.5619985517696,4.018179416656494,3.586106300354004,150.07580774999224,5854.949806959368,7420.239784230362,854
76,3210.996700261021,1200.5904594322783,4.013322830200195,3.581897258758545,150.07586313813226,5870.395573950431,7357.592477036989,853
77,3189.1207614003215,1230.6209368270938,4.005552291870117,3.615083694458008,150.07621855894104,5714.212661613303,7339.842930306797,852
78,3188.855635134096,1200.605853408866,4.006847381591797,3.631434202194214,150.07570895389654,5685.239716676937,7329.2758770959335,851
79,3188.5579573444556,1200.605938997236,4.005552291870117,3.630786657333374,150.07560984691372,5705.750364292937,8003.760323255672,850
80,3186.105752269854,1230.6210651269648,4.006199836730957,3.6278727054595947,120.06031020969385,5706.201149762783,7832.354720221541,849
81,3212.310718198074,1140.5763082968188,4.010408878326416,3.6288440227508545,150.07573162030894,5695.914322180382,7964.20712551754,848
82,3219.9044532172848,1170.5762321428047,4.015427112579346,3.5967905521392822,120.06074004602851,5797.1661723539,7302.972104045621,847
83,3226.343843559327,1110.5621867509326,4.017531871795654,3.5919342041015625,150.07593599474058,5819.979174931999,7412.53416721971,846
84,3177.9332277642097,1230.6051350642228,4.006361484527588,3.586106300354004,150.07581113354536,5778.460810530407,8002.066080384073,845
85,3172.511441299168,1230.6208266676986,4.0042572021484375,3.6371002197265625,150.07570812676568,5662.298690593336,7882.309742645419,844
86,3171.6207550849067,1230.6207079868182,4.0042572021484375,3.6369383335113525,150.0755919070798,5671.812701518938,7939.041775430145,843
87,3175.073937487963,1230.6208204921568,4.003933429718018,3.6369383335113525,150.07570432737703,5633.045434255386,7286.174925156985,842
88,3175.3393907291465,1230.6207892443636,4.003447532653809,3.630786657333374,150.0755920575466,5641.028468750592,7353.266450814321,841
89,3208.499029486964,1140.5610608455027,4.013160705566406,3.6254444122314453,120.0450968031655,5712.852554428158,7344.4377085433225,840
90,3212.312282211089,1110.5621497536777,4.015265464782715,3.5924196243286133,150.0760969107505,5780.825543730927,7301.240935246577,839
91,3181.7461390674,1200.60595163377,4.008142471313477,3.589991569519043,150.07595723267877,5785.431102429284,7425.0461735835415,838
92,3165.917519747629,1230.620656643936,4.002638339996338,3.622854232788086,150.07568690378685,5644.398976027791,7311.699999849778,837
93,3166.6370220236713,1200.5901790987118,4.004742622375488,3.634671926498413,120.06059563602321,5654.006069093535,7960.109892331413,836
94,3163.339932978328,1200.6055094917538,4.004095077514648,3.6333768367767334,150.07566493417835,5650.329959147086,7921.277652291523,835
95,3156.886631635716,1230.6207509487867,4.003123760223389,3.635319471359253,150.0757084324723,5619.982540485449,7355.564166106575,834
96,3187.185342300334,1170.5914157049265,4.007332801818848,3.6403379440307617,150.07526082196273,5628.494329481386,7268.874602048076,833
97,3199.2175373728387,1140.5766370912315,4.012836933135986,3.6031041145324707,150.0756491047796,5759.217267514789,8003.980357290828,832
98,3193.4369017602876,1110.5615166708594,4.014455795288086,3.592905282974243,150.07588991487864,5761.784689372056,7365.1045769409975,831
99,3150.5114890037803,1230.6206589445937,4.001990795135498,3.60650372505188,150.0756993148243,5663.695852083736,7361.777861878974,830
100,3152.1836603743723,1230.6052118255757,4.002314567565918,3.644223213195801,150.07557770668063,5579.678054148564,7286.853605091339,829
101,3167.417224177567,1230.6050459923208,4.002962112426758,3.7682275772094727,150.0756418315641,5569.442190760675,7275.055100375405,828
102,3163.3860214550077,1230.6208817699517,4.001343250274658,3.635481357574463,150.07566005698754,5634.377599722366,8000.245303985679,827
103,3194.0757625879087,1170.5755561329788,4.010408878326416,3.6337006092071533,150.0756788688741,5668.301779918274,7310.1042695774995,826
104,3198.4983342673295,1170.5914281409132,4.0126752853393555,3.5990569591522217,150.0756509191997,5736.865462124042,7347.981569692129,825
105,3199.155049393492,1170.5918186291237,4.013808250427246,3.593876600265503,150.07587300772866,5752.447644415472,7370.376462850261,824
106,3199.327077370137,1170.591929685921,4.014455795288086,3.593067169189453,150.0758871630096,5759.006918490573,7397.607447649003,823
107,3199.655709723069,1140.576920241976,4.014779567718506,3.5924196243286133,150.0759721448121,5760.30951743084,7355.817292982974,822
108,3205.7345400336053,1110.5618836504,4.016722202301025,3.5912866592407227,150.07590287215135,5773.277159559846,7331.582457962024,821
109,3207.0470997663506,1110.5618594651169,4.017369747161865,3.5840017795562744,150.07625672908034,5791.146683410159,7383.4673822866025,820
110,3208.1105011698382,1110.5620043361996,4.018179416656494,3.582059144973755,150.07595226525154,5793.388108680549,7278.804223319326,819
