Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1,3276.995054438965,1170.580738928713,4.019099235534668,3.7114250659942627,150.0765211705375,5908.964976823542,7465.478950786241,1074
2,3276.6501423252666,1140.580718221634,4.018937587738037,3.5983951091766357,150.07644059941958,5956.966076243516,7581.541482777902,1073
3,3256.008263745658,1200.6107144275447,4.0147271156311035,3.5930511951446533,150.07639725121408,5928.183218505459,7589.788652284777,1072
4,3295.5141304718345,1110.5673381675806,4.023309707641602,3.6168556213378906,150.07655658393196,5947.419497072769,7564.090400822119,1071
5,3301.203842628718,1080.5525989157613,4.025738716125488,3.5562922954559326,120.06152150868729,6038.802391078527,7661.302869137209,1070
6,3276.854806779229,1140.565317118133,4.025738716125488,3.5486812591552734,150.0766362227223,6058.649034660331,7712.571154856902,1069
7,3253.976742541199,1200.6106679565419,4.014079570770264,3.5922415256500244,120.06105702425702,5917.851235707101,7586.3626209035865,1068
8,3260.5867879414436,1200.5954233085795,4.014889240264893,3.6113498210906982,120.06109344518336,5890.6664823136525,7530.662595985486,1067
9,3249.835973198875,1200.6105138619023,4.014079570770264,3.596937656402588,150.0763468654477,5897.530049927533,7453.4301527233765,1066
10,3253.5239718909725,1170.595471483437,4.014565467834473,3.611673593521118,150.076323462039,5869.256614001875,7440.800556408125,1065
11,3267.292500626965,1140.5815285794088,4.015536785125732,3.60292911529541,150.07644653419266,5867.065004888151,7553.169752859831,1064
12,3281.967060375726,1110.5670216074213,4.022823810577393,3.577667474746704,150.076560538786,5970.252029052266,7559.095200746204,1063
13,3287.3277249291423,1080.536517499073,4.0247673988342285,3.561959981918335,150.076875916071,6004.894224870921,7615.034842140536,1062
14,3245.8366601231683,1170.5800129315176,4.015050888061523,3.5548348426818848,150.07649370195577,5943.017850209988,7581.576623489003,1061
15,3244.35224110994,1200.6108284371148,4.014079570770264,3.613940715789795,120.0610518764297,5863.2877638468635,7526.408758890262,1060
16,3251.540061044303,1140.5805931945797,4.0152130126953125,3.611511707305908,150.07624128693715,5869.547811863304,7415.1078222928045,1059
17,3242.6649503977387,1170.5801079587254,4.015860557556152,3.597747325897217,150.07638170744758,5892.068446718244,7495.847133746225,1058
18,3243.44620750568,1200.610971474176,4.0156989097595215,3.611511707305908,150.06076572751044,5872.978131075593,7512.037120917172,1057
19,3278.3581481656,1080.5363871136215,4.0239577293396,3.6084349155426025,150.07659229804995,5930.9479403587175,7539.916000204656,1056
20,3285.3754836696025,1050.5370204792125,4.026872158050537,3.5564541816711426,120.06135345422081,6007.854069450579,7554.995631626603,1055
21,3249.962802283815,1170.580240394309,4.018451690673828,3.5488433837890625,150.07672577121411,6014.745218180411,7576.150613082311,1054
22,3239.3517853680823,1170.5954207266914,4.013755798339844,3.6009860038757324,150.07637248942046,5865.431648814119,7471.959323453164,1053
23,3237.4462363796774,1170.595573783794,4.015050888061523,3.6098923683166504,150.07633487548446,5860.348586137203,7443.001978905726,1052
24,3239.852979410498,1200.6112735933275,4.013431549072266,3.611997604370117,150.07654812786495,5843.621309643437,7451.727149530721,1051
25,3267.278692747337,1110.5560510493424,4.008735656738281,4.199817657470703,0.0,0.0,743.7984700998657,1050
26,3247.6686206571703,1200.60067264192,4.01019287109375,3.588517189025879,120.06002715488103,5890.398092954201,7638.12830466064,1049
27,2874.382900905719,1080.5421717801619,3.923234462738037,3.6006622314453125,150.07516915632368,5694.434117745313,5694.434117745313,1048
28,3282.3619275419987,1110.5581437870424,4.022176265716553,3.544795036315918,150.07548741329083,5987.122040301168,7665.887622519618,1047
29,3283.84701751628,1110.5581196018538,4.023148059844971,3.5503005981445312,150.0754029330783,5983.390740103721,7632.173233112851,1046
30,3240.779006697827,1230.615976220448,4.011488437652588,3.5490052700042725,150.07514504632127,5900.935182434594,7559.652417226549,1045
31,3240.7324404044048,1230.616026996795,4.009059429168701,3.6111879348754883,150.0757298215176,5811.598823379805,7492.252584558963,1044
32,3231.0289353753324,1230.615874913332,4.010031223297119,3.603253126144409,150.07497223629616,5822.089369919035,7529.023737591662,1043
33,2701.351926771633,0.0,4.00954532623291,3.6173412799835205,150.07525492476998,5796.850897643191,7516.753811238552,1042
34,3237.6357130374936,1200.590128738164,4.011164665222168,3.8440489768981934,150.0738531385914,4768.4880157584375,6474.632680144677,1041
35,3234.1978419348998,1200.6057422017147,4.00922155380249,3.594346761703491,150.07560092461244,5840.080556127086,7601.8802455403165,1040
36,3233.0262997462814,1230.6209627968965,4.00986909866333,3.6005001068115234,150.07583051181427,5832.111977372817,7578.583819699845,1039
37,3266.935155708845,1110.5615643445926,4.019423484802246,3.603091239929199,150.07583694785717,5875.503124379815,7429.526129780199,1038
38,3275.031255996866,1110.5466622088861,4.022823810577393,3.5559682846069336,150.07595805968595,5965.431362325595,7600.362984639287,1037
39,3256.5948211635114,1140.5760901982721,4.0242815017700195,3.5486812591552734,150.077896094881,5984.008089985393,7604.172798010011,1036
40,3225.7754419375997,1260.637589737118,4.009707450866699,3.586573839187622,150.07560163638846,5851.081927722436,7558.898217944603,1035
41,3234.5885530522064,1200.6058078102214,4.011002540588379,3.6165316104888916,150.07571610668674,5804.78009863694,7517.924344769621,1034
42,3224.6976198633783,1230.6205905341048,4.009707450866699,3.5983951091766357,150.0756927534676,5819.672133826549,7548.0662899070885,1033
43,3225.229008467257,1230.6051393750386,4.00986909866333,3.612807273864746,150.0757522617787,5810.837770670769,7484.576616786842,1032
44,3235.41777200099,1200.5883487318351,4.0058207511901855,3.6100542545318604,150.07547375265858,5781.410471223746,7509.7238636263355,1031
45,3250.7488961897325,1170.5765039602993,4.016994476318359,3.585116386413574,150.07576732934103,5879.022797205194,7523.185948955739,1030
46,3254.7967058819777,1140.5772385753808,4.018775463104248,3.5721616744995117,150.07581622121506,5909.756552737264,7565.872998018196,1029
47,3215.931911094958,1230.6202156748332,4.008573532104492,3.5668179988861084,150.07814204785973,5846.663906170783,7555.118747017579,1028
48,3211.2752230054175,1230.6045492292324,4.006954193115234,3.6200942993164062,150.07757725022384,5765.863486583083,7497.506833927968,1027
49,3211.134908488457,1230.6204256080382,4.007602214813232,3.622523307800293,150.07571193628246,5768.637573911663,7463.516006722231,1026
50,3206.6510058033164,1230.6204903443577,4.008411884307861,3.6200942993164062,120.0605486840359,5769.155886848515,7429.583987666701,1025
51,3199.900751051493,1260.6359418450447,4.005982875823975,3.6259238719940186,120.0606392697955,5739.8748802853515,7411.240290107933,1024
52,3232.51393918111,1170.5788054963923,4.015050888061523,3.630620002746582,150.0758103816479,5791.866665817797,7385.826733290189,1023
53,3238.6555432933383,1140.5773406196968,4.01747989654541,3.585926055908203,150.07603009423474,5866.3903184324445,7481.319619311602,1022
54,3240.953289554018,1140.5772895775153,4.018613815307617,3.578315258026123,150.0759311375732,5883.761772738188,7478.582567247126,1021
55,3242.5473977621295,1110.5622306802834,4.019261360168457,3.5757243633270264,150.07598859077552,5892.925057071465,7483.980362813862,1020
56,3245.0166348507046,1140.577478668769,4.020233154296875,3.5731334686279297,150.07590440101922,5900.163315031183,7464.889138878294,1019
57,3248.2046705667162,1110.547000943101,4.021042823791504,3.569085121154785,120.06315392709803,5912.600976682501,7473.110174795904,1018
58,3251.439717047848,1110.5628990961704,4.022014141082764,3.5643889904022217,150.07606319675688,5926.674826205068,7545.855727044458,1017
59,3251.2367225581547,1080.54769488686,4.022500038146973,3.5593690872192383,150.0759697338217,5931.744506086572,7464.364153808972,1016
60,3252.565280132403,1080.547905511863,4.022662162780762,3.560016632080078,150.0762826486607,5934.654906800541,7507.694228412118,1015
61,3252.0010896662134,1080.5348538430408,4.023148059844971,3.5577497482299805,150.07818194222637,5941.781473812764,7531.106439490337,1014
62,3250.4248888989096,1110.5630845333799,4.023471832275391,3.5588831901550293,150.07608340209117,5938.294349043106,7522.944853916008,1013
63,3252.8782067067223,1080.5477872971678,4.023471832275391,3.561312198638916,150.07608940207865,5934.0920510443975,7503.541780307365,1012
64,3252.9724399650004,1080.515098887612,4.0242815017700195,3.5559682846069336,150.0761703136377,5952.93505124806,7545.976443684602,1011
65,3253.5021608624374,1080.5482878647163,4.02444314956665,3.5564541816711426,120.06058425758965,5949.068884067761,7558.594483099179,1010
66,3255.786031821568,1050.533351207152,4.025091171264648,3.5551586151123047,150.0760634323815,5953.108169834886,7534.900240134215,1009
67,3257.0523754645255,1050.5178697576048,4.025738716125488,3.551758050918579,150.07595122262137,5962.329450208286,7590.308623354416,1008
68,3257.4744892671006,1050.5334558028844,4.026224613189697,3.5498149394989014,150.07625993707916,5969.406549697334,7567.181182294735,1007
69,3215.466835528554,1200.5912346043624,4.017804145812988,3.5496530532836914,150.07630849810084,5964.9160329233855,7536.301175416564,1006
70,3192.699753329507,1200.6060805900488,4.00986909866333,3.6110260486602783,150.07579120871378,5773.4299491912825,7420.529095343198,1005
71,3206.354145666468,1200.5907780313282,4.012298107147217,3.6325631141662598,150.07576407626038,5751.979882223764,7405.595038262254,1004
72,3194.293757448031,1230.621299541148,4.010678768157959,3.6105401515960693,150.07583504810464,5779.914561589365,7365.186836930574,1003
73,3184.9652847890393,1230.6211318832939,4.010031223297119,3.6246283054351807,150.07345331209945,5765.899444412615,7905.647062215081,1002
74,3216.421655353275,1140.5771588867647,4.013917446136475,3.6361258029937744,150.07576265768148,5716.655244851194,7420.316623540421,1001
75,3229.3610505324323,1110.5604996359907,4.020071029663086,3.586573839187622,120.06110020849155,5854.879072403244,7408.357229524001,1000
