Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Is_NASA
1.0,0.9046155083590287,2.3756884827186875,-2.88004352861794,-2.9893157987891184,1.9607168626798166,1.8360001024631845,2.4188844588353917,1111,0
2.0,5.1953377280159305,2.5145027353224427,4.030912908497959,-2.879865473784932,1.9944698566150425,1.8315530319201525,2.1305336491365985,1110,0
3.0,5.17016209223811,2.2523472265058593,4.066907473274606,-2.8461884507067206,1.9832100217228266,1.8226588908340884,2.0202156182681335,1109,0
4.0,5.163852431644526,2.167622384417422,4.078905661533481,-2.8630269622458244,1.9888367257457369,1.8271059613771206,1.9423413407010401,1108,0
8.0,5.022150596088483,2.0506926789233573,3.6109763194370954,-0.7245359967794025,1.6269717620314363,1.3370717757901047,-2.206241393945389,1104,0
9.0,3.9216953832903054,1.7303555064102392,1.7512571393104184,-0.7161167410098506,1.606308991796094,1.3180337462613763,-2.2340595949903657,1103,0
10.0,3.9022533477950994,1.8168852220034992,1.7272607627926575,-0.6656012063925354,1.5908408923109367,1.3089366005285548,-2.2473522642001282,1102,0
11.0,3.89427851286512,1.8296308805574937,1.7152625745337717,-0.6571819506229797,1.585653336997761,1.3060945354739497,-2.251505064622703,1101,0
13.0,0.5685653253897832,1.2193964181891614,1.5592861271683098,2.685262589889497,-0.8386639880550485,-0.5788860803073537,-1.979403940505997,1099,0
14.0,0.5643618853081804,1.2035346696469984,1.5712843154271956,-1.5580423179651355,1.675029883166316,1.4016906924111072,0.9251184389774245,1098,0
15.0,0.5612475592520036,1.1797503064401835,1.5712843154271956,-1.5327845506564761,1.6636656120201545,1.3926950490016645,0.9179159257445212,1097,0
16.0,0.5578182002132657,1.1639017732676926,1.5712843154271956,-1.5159460391173722,1.6581152267982586,1.3883114174107445,0.8825244257146243,1096,0
17.0,0.5555769655659013,1.1480301131982753,1.583282503686071,-1.5075267833478165,1.6469051999655333,1.3794616835911588,0.8821165613874067,1095,0
18.0,0.5526606602416203,1.1401041946912054,1.583282503686071,-1.4991075275782646,1.641276085875243,1.3750146130481269,0.8636050827180245,1094,0
19.0,0.5505094350178452,1.1321815800265536,1.583282503686071,-1.4906882718087127,1.6356204610435117,1.3705485108194615,0.8535475191945988,1093,0
20.0,0.5479981720997142,1.1321782761841357,1.583282503686071,-1.4822690160391607,1.6299841167507712,1.3661204719620634,0.8505997724660739,1092,0
21.0,0.5457839402794267,1.116329743012414,1.5712843154271956,-1.4822690160391607,1.6244112375667172,1.361698776999876,0.8283897059203356,1091,0
22.0,0.5442537800784147,1.1083806976068793,1.5712843154271956,-1.4738497602696052,1.6187813201208703,1.3572517064568441,0.8315043062372661,1090,0
23.0,0.5423815840677653,1.1004580829422275,1.5712843154271956,-1.4654305045000533,1.613152206030205,1.3528046359138126,0.8112130559582086,1089,0
24.0,0.5411754577916735,1.1004580829422275,1.5712843154271956,-1.4654305045000533,1.6075222885841702,1.3483829409516253,0.8249784770017909,1088,0
25.0,0.5399513296308645,1.092509037537462,1.5712843154271956,-1.4654305045000533,1.6019172751679012,1.343929526513382,0.8174144476606713,1087,0
26.0,0.5389072203172327,1.0925090375359234,1.5712843154271956,-1.4654305045000533,1.6018923711381354,1.3439168387229599,0.8221883142178729,1086,0
27.0,0.5369360139406356,1.084609549771275,1.5712843154271956,-1.4654305045000533,1.5962937845681973,1.3394887998655611,0.7979574653236488,1085,0
28.0,0.5355318669326481,1.076660504364971,1.5712843154271956,-1.4485919929609494,1.5906582436315762,1.335060761008163,0.7795201438046679,1084,0
29.0,0.5346587755238357,1.0766605043657405,1.5712843154271956,-1.4570112487305014,1.585021095983279,1.3306200343603425,0.7824771601769934,1083,0
30.0,0.533389642651232,1.0608119711932495,1.5712843154271956,-1.4570112487305014,1.585021095983279,1.3306200343603425,0.7858791194517374,1082,0
31.0,0.5322825267410882,1.0687081551162492,1.583282503686071,-1.4485919929609494,1.579423312769085,1.3261666199220992,0.7901802341751187,1081,0
32.0,0.5310313957532019,1.0608119711932495,1.5712843154271956,-1.4485919929609494,1.5736873523574693,1.3216497665317444,0.7829128334356112,1080,0
33.0,0.5303653260186441,1.0608119711932495,1.583282503686071,-1.4401727371913937,1.5737869684767194,1.3217258932742784,0.7837656406652473,1079,0
34.0,0.5293392185897304,1.0608119711932495,1.5712843154271956,-1.4485919929609494,1.5681634778768285,1.3173041983120917,0.7837841799528485,1078,0
35.0,0.5280520838324085,1.0528629257877147,1.5712843154271956,-1.4401727371913937,1.56816428123276,1.3128571277690595,0.7857678837261319,1077,0
36.0,0.5299062779583403,1.0449105765389928,1.3553169267673264,0.4036442763406775,1.5447785938959087,1.2986594902864554,0.8225961785450905,1076,0
37.0,0.5343797463107101,1.0291182086922241,1.535289750650549,1.1192810167526688,1.5568546382807849,1.3083529621691268,0.8421180483887156,1075,0
38.0,0.5350278141605501,1.04491388038218,1.5592861271683098,-1.4233342256522898,1.5737749181394283,1.3217132054838563,0.8210666873180245,1074,0
39.0,0.5322375220292935,1.0450162995032937,1.5592861271683098,-1.4401727371913937,1.579423312769085,1.3217132054838563,0.8382155283487497,1073,0
40.0,0.5289791808953747,1.037067254097759,1.5592861271683098,-1.4401727371913937,1.5681016194801927,1.3172344154647684,0.8044369463401225,1072,0
41.0,0.5268999632104706,1.0211658594442714,1.5592861271683098,-1.4317534814218418,1.5625528409699732,1.308416401121239,0.8229206160781029,1071,0
42.0,0.5238846475202417,1.0211658594442714,1.5472879389094347,-1.4233342256522898,1.5512560517110336,1.30393126720694,0.7947038203497109,1070,0
43.0,0.5227055240712265,1.0211658594442714,1.5472879389094347,-1.4233342256522898,1.545682369170861,1.2995349478255973,0.7894293930272874,1069,0
44.0,0.5213283798903161,1.0132135101963187,1.5592861271683098,-1.4149149698827381,1.545682369170861,1.2950942211777767,0.799746506577123,1068,0
45.0,0.5191321499547463,1.0053701877543155,1.5472879389094347,-1.4149149698827381,1.5400339745413913,1.290653494529956,0.7710940375901114,1067,0
46.0,0.5173589643100448,1.0052644647900149,1.5472879389094347,-1.4149149698827381,1.5343847765561769,1.2861683606156573,0.7755805451895014,1066,0
47.0,0.5153877579334473,0.9973154193844801,1.5472879389094347,-1.4064957141131824,1.528811897371749,1.2817720412343145,0.7739027396616308,1065,0
48.0,0.5141276260032023,0.9894687931008281,1.5472879389094347,-1.3980764583436305,1.5231635027422792,1.2773059390056491,0.7805398046227113,1064,0
50.0,0.5111753169094854,0.9815197476952935,1.535289750650549,-1.3980764583436305,1.5174395926675806,1.2727890856152944,0.7589600738553982,1062,0
51.0,0.5099871925181119,0.9815197476952935,1.535289750650549,-1.3980764583436305,1.5119414255726369,1.2684244857100078,0.7532499732743569,1061,0
52.0,0.5086640539913545,0.9735707022897587,1.535289750650549,-1.3896572025740785,1.5119165215428712,1.2684244857100078,0.75376907332718,1060,0
53.0,0.5071788985021372,0.9735707022897587,1.535289750650549,-1.3896572025740785,1.5062930309431672,1.263983759062187,0.7363884912014451,1059,0
54.0,0.5063058070933248,0.9656216568842241,1.535289750650549,-1.3896572025740785,1.5006695403434631,1.259568407995211,0.7570134486573172,1058,0
55.0,0.5041635828119083,0.9656216568834548,1.535289750650549,-1.3812379468045266,1.5006438329579528,1.2595430324143664,0.7400129219273982,1057,0
56.0,0.5027594358039211,0.9497202622299674,1.5232915623916632,-1.3812379468045266,1.495070953773525,1.2551276813473902,0.7462050439860604,1056,0
57.0,0.5014092944500873,0.9577717267581541,1.5232915623916632,-1.372818691034971,1.4894474631738208,1.2506869546995696,0.7244213810551392,1055,0
58.0,0.5006262124648637,0.949928404316151,1.5232915623916632,-1.372818691034971,1.483823972574117,1.2462462280517488,0.7405876398430216,1054,0
59.0,0.49972611822897456,0.9497202622299674,1.5232915623916632,-1.364399435265419,1.4837733611588408,1.2462018207852708,0.7311511424542223,1053,0
60.0,0.5005092002141981,0.9418736359463155,1.307324173731794,0.48783683403620415,1.4604262349003485,1.2320485905691447,0.7780740793718073,1052,0
62.0,0.5011122633522439,0.9220505800718265,1.0673604085541584,-1.254949110261233,1.7154933080984125,1.4466942850391649,1.1792457237651721,1050,0
63.0,0.498601000434113,0.9221017896319986,1.0673604085541584,-1.2886261333394444,1.5014536156040543,1.2411330485115435,0.8069397501662273,1049,0
64.0,0.49558568474388415,0.9220505800718265,1.0673604085541584,-1.2886261333394444,1.495669453844209,1.2411330485115435,0.7963816258775814,1048,0
65.0,0.4928403973244218,0.9141213577223386,1.0793585968130441,-1.2802068775698925,1.4869650937520713,1.2411140168259103,0.7943052256662938,1047,0
66.0,0.48959105713286155,0.9022275241973374,1.0673604085541584,-1.2717876218003368,1.4783426759511191,1.2411520801971776,0.7911906253493616,1046,0
67.0,0.486971782906424,0.9022275241973374,1.0793585968130441,-1.2633683660307848,1.4725585141909,1.2183140574369566,0.7691844909672312,1045,0
68.0,0.48397446910091296,0.8890121536143448,1.0793585968130441,-1.2633683660307848,1.4629182445917812,1.2183140574369566,0.7632797278663824,1044,0
69.0,0.48131919110503946,0.8824044683228485,1.0793585968130441,-1.254949110261233,1.4552060289117383,1.2183140574369566,0.7501075640260245,1043,0
70.0,0.47878992630219075,0.8757967830313521,1.0793585968130441,-1.246529854491681,1.4494467711827812,1.21833308912259,0.7336168677051281,1042,0
71.0,0.4772597661011792,0.8757967830313521,1.0793585968130441,-1.246529854491681,1.4454388290963702,1.1968970672040384,0.7409769648826381,1041,0
72.0,0.47512654276212185,0.8625814124483595,1.0793585968130441,-1.246529854491681,1.4388424746228157,1.1954950663623691,0.7288708100793266,1040,0
73.0,0.47337135900213756,0.8625814124483595,1.0793585968130441,-1.246529854491681,1.4339966324373719,1.195476034676736,0.7075135507632228,1039,0
74.0,0.4712741394325157,0.8705106347978474,1.0793585968130441,-1.2381105987221255,1.4291957781769922,1.1954950663623691,0.7182107197088758,1038,0
75.0,0.4697439792315042,0.8572952642148547,1.0793585968130441,-1.2296913429525735,1.4243378856548183,1.1954633468863132,0.6975764926092031,1037,0
76.0,0.46787178322085465,0.8592775698026113,1.0793585968130441,-1.2381105987221255,1.419505700517968,1.1726126363356704,0.6945175101550745,1036,0
77.0,0.46590957778661585,0.85200911598135,1.0793585968130441,-1.2296913429525735,1.4147980355303205,1.1727014508686264,0.6817717499295355,1035,0
78.0,0.464559436432782,0.85200911598135,1.0793585968130441,-1.2296913429525735,1.4089263079881422,1.1726316680213038,0.6825967482277698,1034,0
79.0,0.4628582583269515,0.85200911598135,1.0793585968130441,-1.2212720871830216,1.4031541965657752,1.1726443558117259,0.6624074640305154,1033,0
80.0,0.46228219801598247,0.8387937453983573,1.0793585968130441,-1.2128528314134697,1.397231857608134,1.172536509593136,0.6757742903906808,1032,0
81.0,0.4606080227372284,0.8387937453983573,1.0793585968130441,-1.2128528314134697,1.3954299305490023,1.1726316680213038,0.671936657857319,1031,0
82.0,0.45909586442093464,0.8387937453983573,1.0793585968130441,-1.2128528314134697,1.3905093762738872,1.1497175185185489,0.6807242801800902,1030,0
