Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1,3394.8511587620615,1140.5805524027273,4.025924205780029,3.7308101654052734,150.07650017312426,6060.1024004244155,7627.599898272506,969
2,3411.230647190103,1080.55154593736,4.030135631561279,3.547943353652954,150.0763908602603,6202.929084876072,7706.069153459575,968
3,3419.545829579605,1080.5522064861943,4.034346580505371,3.5161967277526855,120.06130868745095,6272.266948707027,7758.59634828944,967
4,3405.512714846278,1110.5660209846974,4.03418493270874,3.5030770301818848,150.0768957004184,6278.909906408488,7725.083910195237,966
5,3380.365895787174,1200.595166362189,4.022037029266357,3.5312602519989014,150.07621470555023,6175.930572908466,7768.802090022335,965
6,3379.1635186688945,1200.594621136217,4.023170471191406,3.551992654800415,150.07609674611012,6144.0879180398915,7676.10149705752,964
7,3376.725717266585,1200.595278045963,4.021551132202148,3.551830768585205,150.0762592718238,6136.012527628685,7728.3998504390765,963
8,451.43217327560706,0.0,4.021551132202148,3.548429250717163,150.07624265030609,6139.148533801679,7699.61511175202,962
9,3352.730047827864,1140.5706484906677,4.0147480964660645,4.1423821449279785,30.015732611151577,531.3653381924108,2053.149275605512,961
10,3343.666581530577,1170.5698133085025,4.0137763023376465,3.5380630493164062,150.07508238038645,6077.519074405149,7758.781908839685,960
11,3372.796787051626,1110.5576089110218,4.024628162384033,3.546809434890747,150.0753064128803,6109.162479485534,7699.28872408652,959
12,3378.704134308071,1080.5269986022904,4.027705669403076,3.5056684017181396,150.07538437188487,6172.855016585447,7749.779334173836,958
13,3362.6064082960147,1170.586325292934,4.025276184082031,3.5014572143554688,150.07317547512503,6185.246494251813,7761.70253726693,957
14,3343.4329832803123,1230.6159414990325,4.0139384269714355,3.5323939323425293,150.07501902773947,6067.938751823567,7763.2017249397395,956
15,3344.339183429547,1230.6158463071624,4.0147480964660645,3.551668643951416,150.0749833238806,6047.660676936779,7729.939374918671,955
