Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Is_NASA
1.0,0.3355080105522992,1.0452836904838516,0.10991304831355,0.3166495858908005,-0.9077918045099868,-0.9709261281577494,-2.722807732667696,167,1
2.0,0.3225959132675438,1.0195153455919277,0.1050940439208902,-0.740432686258175,-0.7045004106768563,1.4781518477927833,0.0847849982248276,166,1
3.0,0.3076535348390199,1.0185373752520286,0.100645497450976,-0.6653144095699967,-0.727463640843846,1.4751129759971264,0.0545233698967878,165,1
4.0,0.2931622498036192,1.0199315697685885,0.1014148778228262,-0.5983029387100034,-0.7709593724980327,1.4660865404223309,-0.0288512502037755,164,1
5.0,0.2914365469188874,1.0180476077058072,0.1009589575698111,-0.603571035376389,-0.715522127594963,1.4646915714527635,0.0647757436437616,163,1
6.0,0.3081154544735779,1.0203462291927052,0.102409440027051,-0.6134086239041986,-0.5472768972777635,1.4663072930875487,0.350977260736371,162,1
7.0,0.3070667525532453,1.019635831537803,0.1012200505921511,-0.6266098525200952,-0.5563096819086577,1.4685674246301603,0.3483920384899258,161,1
8.0,0.2504996410556093,1.0213492355733056,0.1027237267587739,-0.6368807642819896,-0.9314621351772656,1.4678187443145072,-0.2889398097263158,160,1
9.0,0.234722920287165,1.0205183519725276,0.103007942429874,-0.5622644718775206,-0.9111858869113778,1.4519076437040492,-0.2693211767425974,159,1
10.0,0.235196387912587,0.9898570258760214,0.1035524201361294,-0.5769360550180539,-0.905979930188046,1.4470351157275203,-0.2557158072647425,158,1
11.0,0.220039649903651,0.99149532178942,0.1026905392676192,-0.590093709409402,-0.9292786088323728,1.4447599542162128,-0.29681670385793,157,1
12.0,0.1917225328063847,0.9923027341020404,0.1053829536929322,-0.6091209362992701,-0.9904869251786022,1.44844417529274,-0.3989363500200824,156,1
13.0,0.1767570583961328,0.9904453728325048,0.1037301056445196,0.0115042240028693,-1.0724936128001372,1.1679239001836346,-0.8091467545583862,155,1
14.0,0.1765542468065847,0.9912261843518796,0.1024710109682993,-0.5396954275945501,-1.0114086147811578,1.4217603446196574,-0.4575064986894552,154,1
15.0,0.1623336178070578,0.9611297339236996,0.103235212311616,-0.5610638908168414,-0.560128024610216,1.41964581589879,0.3176483869592584,153,1
16.0,0.1472562722353116,0.9882938380847276,0.1035205829730084,-0.5740872508481637,-1.0281668966380106,1.4216138024248748,-0.4869560959136627,152,1
17.0,0.1328768583614052,0.989515909821465,0.1026454321345469,-0.5012467491274086,-0.9708917561145896,1.387164174801346,-0.4114295062798865,151,1
18.0,0.1191188707458654,0.958757569067241,0.1023084719176077,-0.5112886945096211,-1.007837474414497,1.390760094811786,-0.4732160293332803,150,1
19.0,0.1190171040763767,0.9601517635838008,0.1036902791641588,-0.526620687756903,-0.9723059571151684,1.392095883279614,-0.4217415316008402,149,1
20.0,0.2644156917960995,1.0529619312164649,0.0990396929674676,-0.5473219470226057,-0.8814344919416086,1.3892044930517835,-0.2589023558617751,148,1
21.0,0.2359520595647468,1.0254066389194774,0.099080969956048,-0.2227132043700048,-0.780478642273125,1.3714738268561055,-0.1333165501942992,147,1
22.0,0.2209981331453589,1.0234992055685388,0.0985718831498291,-0.5933799501074557,-0.8751328122830352,1.5102812239989172,-0.1393144197456037,146,1
23.0,0.193087360976618,1.0530839819148845,0.0982825064882372,-0.6067174922711286,-0.8787124378556951,1.5161673354893606,-0.140938481953265,145,1
24.0,0.2065746925562839,1.0224727278997812,0.0985465383441947,-0.54457054204951,-0.9739939474294578,1.486224819728447,-0.3329713304217263,144,1
25.0,0.1490822982906779,1.0228639160357451,0.0993967049916304,-0.492320871086126,-0.5553995021446853,1.4605386032275405,0.3554569015177059,143,1
26.0,0.1484962377543282,1.0208845040677856,0.1008540802671412,-0.5046058856066541,-0.9452240079540928,1.463928800541458,-0.3162102002559933,142,1
27.0,0.1349858101929343,1.020540258508141,0.0982677597674503,-0.5243809688148632,-0.9577657081076222,1.455298780391011,-0.3359327424331003,141,1
28.0,0.1337458446739176,0.989734975177602,0.0988889638597978,-0.4499489518180388,-0.6338435346055625,1.431740243833585,0.1823201322901022,140,1
29.0,0.1337674971567874,1.0181696584042266,0.1002670264225183,-0.4798590458114801,-0.6641781460679671,1.4326796168770646,0.131117915129206,139,1
30.0,0.1207767291842714,0.9900792207372467,0.0991894951209391,-0.4838878999920977,-0.8958683930339107,1.423169404184877,-0.2731398395993615,138,1
31.0,0.1770392624228707,1.0762125892653538,0.136771175052455,-0.4157875258279846,-0.5176493863156518,1.4005502406709307,0.3488423116612394,137,1
32.0,0.1362149494705161,1.0317157211762324,0.1327113667776114,-0.3947265536154766,-0.715522127594963,1.400755963367453,0.0144452091606776,136,1
33.0,0.1225811027567638,1.0311524102604506,0.1333590694706334,1.0694308340724783,-4.061566383714837,-1.682736051854441,-8.421833481679199,135,1
34.0,0.1159272947708408,1.0172401953931869,0.1312564419350746,-0.542070834721011,-0.931091048834714,1.4266920530979257,-0.302319080496344,134,1
35.0,0.1030707721921181,1.0031840232918898,0.1337662529057943,-0.4450657181326861,-0.8989445630503687,1.3998898614213646,-0.2790030120481297,133,1
36.0,0.103127790397009,1.002400082267427,0.1328596624665992,-0.3881296870609789,-0.5856277656918467,1.3626380840091363,0.2153036042114406,132,1
37.0,0.0962372485983751,0.9730609720704648,0.1314842920076077,-0.3423803409649198,-0.9150308165917468,1.328101094692564,-0.3804154984219907,131,1
