Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Is_NASA
1,-0.42906784541449106,-1.253819665289447,-1.9847281648054078,0.7931137606378639,0.9440754583746109,-1.0026559651156646,0.378806277435699,101,1
2,-0.3049599577951348,-1.1364702340690815,-0.11104694856392433,0.856102440230359,0.872092050765657,-0.9343569570344894,0.38137991924299025,100,1
3,-0.31051940869901296,-0.8695993360145275,0.046794022779397725,0.8775247482885387,0.9252102469826522,-0.9052219616371998,0.38010237174136713,99,1
4,-0.38899440646183986,-0.556540322345725,0.059682965210019784,0.8812585399214603,0.8654558663507843,-0.9032389022730616,0.37984708043873194,98,1
5,-0.33448901647644513,-0.6409607655264195,0.05885942492644167,0.89775884502651,0.9283689934386347,-0.9458991144046222,0.3785335303175037,97,1
6,-0.42339229172294107,-0.41168984383482526,0.06352050563367062,0.9569320282075465,1.0204343843301829,-1.0493104911323374,0.38037402787108543,96,1
7,-0.5265499930945785,-0.390906359944873,0.011141330956421839,0.8701120288654401,0.8123117108605908,-0.7939243995424309,0.38001618365201373,95,1
8,-0.589552609037073,-0.34172314244810215,0.06589901308829989,0.8676734645833555,0.8022058210362942,-0.7991226466244441,0.3785848067757249,94,1
9,-0.3894153726984309,-0.30575544209808225,0.06704821930009741,0.9086679709373923,0.869745222003375,-0.9941833204864207,0.37841461257396614,93,1
10,-0.4168845432113682,-0.4392625368282173,0.06648641778179448,0.9065555849892756,0.8823100625571803,-0.8808293916197399,0.3783120596575296,92,1
11,-0.6279998599120742,-0.2962405812554774,0.06902025585485808,0.9670290390729326,0.9747383309485677,-1.0845986095898223,0.37865353904951027,91,1
12,-0.4195646449809823,-0.41604621407165054,0.016141959821710797,0.9090462075948221,0.8818698595627029,-0.9252367636365765,0.3809718895541703,90,1
13,-0.4595804070649192,-0.28567751262975377,0.07003669522896315,0.8991016746985385,0.8344477906757627,-0.8464529165666217,0.37974452752229143,89,1
14,-0.44427131819757043,-0.42251924757334725,0.07160794167058512,0.9161803610899804,0.8603639825288351,-0.9766637898670375,0.38020492465780564,88,1
15,-0.4583751852238603,-0.5137802978617059,0.07347325947390207,0.9178047469219897,0.8849076468520717,-0.951493973359463,0.37856735096015687,87,1
16,-0.4619211890744341,-0.44627291310134953,0.0740755196848662,0.986749711933587,0.9865785211526152,-1.01673944595529,0.38073187209015913,86,1
17,-0.500380424753324,-0.26788757310704453,0.025784520762368236,0.900784930680197,0.8293559068538134,-0.8325752603718999,0.3812610014994567,85,1
